checkpoint_path,distraction_set,env_id,control_mode,include_depth,num_eval_episodes,max_episode_steps,message,num_sucessful_episodes,success_percent
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,background_color,DualArmLiftTray-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,background_texture,DualArmLiftTray-v1,pd_joint_pos,False,100,500,results,1.0,1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_mass,DualArmLiftTray-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,background_color,DualArmLiftTray-v1,pd_joint_pos,False,100,500,results,0.0,0.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,none,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_mass,DualArmLiftTray-v1,pd_joint_pos,False,100,500,results,0.0,0.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,all,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,distractor_object,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_color,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,none,DualArmPushBox-v1,pd_joint_pos,False,100,500,results,74.0,74.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_texture,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_color,DualArmPushBox-v1,pd_joint_pos,False,100,500,results,68.0,68.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,ro_color,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,mo_texture,DualArmPushBox-v1,pd_joint_pos,False,100,500,results,55.0,55.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,ro_texture,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,ro_color,DualArmPushBox-v1,pd_joint_pos,False,100,500,results,66.0,66.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,table_color,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,ro_texture,DualArmPushBox-v1,pd_joint_pos,False,100,500,results,62.0,62.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,table_texture,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,table_color,DualArmPushBox-v1,pd_joint_pos,False,100,500,results,74.0,74.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,camera_pose,DualArmPushBox-v1,pd_joint_pos,False,100,500,placeholder,-1.0,-1.0
checkpoints/best_eval_success_once__BIMANUAL_JAN30.pt,table_texture,DualArmPushBox-v1,pd_joint_pos,False,100,500,results,74.0,74.0
